# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "gene" "-g" "locus_tag" "-a" "../../00_genome/genomic.gff" "-o" "../../HVO_counts/2019_counts2.txt" "dpyrE2-4hmfe-2_S5_L002_R1_001.fastq.gz_sorted.bam" "dpyrE2-4hpfe-2_S2_L002_R1_001.fastq.gz_sorted.bam" "dpyrE2-4hpfe-4_S16_L003_R1_001.fastq.gz_sorted.bam" "dpyrE2-4hpfe-5_S12_L002_R1_001.fastq.gz_sorted.bam" "dtbsP-4hmfe-5_S46_L005_R1_001.fastq.gz_sorted.bam" "dtbsP-4hmfe-6_S52_L005_R1_001.fastq.gz_sorted.bam" "dtbsP-4hpfe-2_S38_L004_R1_001.fastq.gz_sorted.bam" "dtrmB-4hmfe-5_S30_L004_R1_001.fastq.gz_sorted.bam" "dtrmBdtbsP-4hmfe-5_S66_L006_R1_001.fastq.gz_sorted.bam" "HV35-ypc18_S15_L002_R1_001.fastq.gz_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	dpyrE2-4hmfe-2_S5_L002_R1_001.fastq.gz_sorted.bam	dpyrE2-4hpfe-2_S2_L002_R1_001.fastq.gz_sorted.bam	dpyrE2-4hpfe-4_S16_L003_R1_001.fastq.gz_sorted.bam	dpyrE2-4hpfe-5_S12_L002_R1_001.fastq.gz_sorted.bam	dtbsP-4hmfe-5_S46_L005_R1_001.fastq.gz_sorted.bam	dtbsP-4hmfe-6_S52_L005_R1_001.fastq.gz_sorted.bam	dtbsP-4hpfe-2_S38_L004_R1_001.fastq.gz_sorted.bam	dtrmB-4hmfe-5_S30_L004_R1_001.fastq.gz_sorted.bam	dtrmBdtbsP-4hmfe-5_S66_L006_R1_001.fastq.gz_sorted.bam	HV35-ypc18_S15_L002_R1_001.fastq.gz_sorted.bam
HVO_RS00410	NC_013964.1	95639	97228	-	1590	2882	944	950	1002	7	76	505	13309	339	100
HVO_RS00415	NC_013964.1	97312	98739	+	1428	2238	476	497	473	0	20	227	9396	194	42
HVO_RS00420	NC_013964.1	98848	99978	+	1131	1386	596	616	671	2	73	407	4594	278	84
HVO_RS00425	NC_013964.1	100122	100340	-	219	188	73	73	119	1	6	48	924	17	12
HVO_RS00430	NC_013964.1	100521	101582	-	1062	883	251	276	412	1	19	146	725	89	58
HVO_RS00435	NC_013964.1	101579	102649	-	1071	744	226	232	381	2	9	139	811	99	31
HVO_RS00440	NC_013964.1	102695	103717	-	1023	683	172	157	283	0	5	29	322	35	7
HVO_RS00445	NC_013964.1	103720	104724	-	1005	859	250	235	433	1	4	35	543	41	8
HVO_RS00450	NC_013964.1	104798	106597	-	1800	2731	948	974	1223	2	34	246	3255	108	61
HVO_RS00455	NC_013964.1	106769	106990	-	222	91	47	31	50	0	2	42	696	18	5
HVO_RS00460	NC_013964.1	107105	107566	+	462	3317	973	964	1185	2	77	1304	14496	368	132
HVO_RS00465	NC_013964.1	107648	108487	-	840	1936	411	478	564	1	6	160	8499	142	51
HVO_RS00470	NC_013964.1	108695	109633	+	939	397	119	117	143	0	4	61	2003	27	6
HVO_RS00475	NC_013964.1	110277	111311	+	1035	31	20	21	15	0	3	5	172	7	2
HVO_RS00480	NC_013964.1	111410	112318	+	909	106	33	22	37	0	6	91	111	7	7
HVO_RS00485	NC_013964.1	112459	113910	+	1452	1524	414	458	487	2	41	387	4154	161	51
HVO_RS00490	NC_013964.1	113930	114703	-	774	461	373	414	403	0	25	438	1158	78	45
HVO_RS00495	NC_013964.1	114891	115958	+	1068	784	287	275	324	0	7	257	4935	71	30
HVO_RS00500	NC_013964.1	116059	117156	+	1098	110	32	25	39	0	3	29	957	6	11
HVO_RS00505	NC_013964.1	117697	117999	-	303	685	108	123	125	0	3	100	3368	63	13
HVO_RS00510	NC_013964.1	118079	118948	+	870	280	91	78	141	0	3	23	173	40	5
HVO_RS00515	NC_013964.1	119163	120539	+	1377	617	159	202	302	0	2	9	187	49	5
HVO_RS00520	NC_013964.1	120598	121524	+	927	193	31	42	79	0	0	3	51	15	4
HVO_RS00525	NC_013964.1	121524	122489	+	966	123	17	17	55	0	0	1	28	18	1
HVO_RS00530	NC_013964.1	122585	123766	+	1182	1015	205	248	378	0	4	65	1684	97	26
HVO_RS00535	NC_013964.1	123935	124969	+	1035	1238	219	265	309	1	16	99	3628	103	26
HVO_RS00540	NC_013964.1	125057	126262	+	1206	9521	1813	1810	2402	4	70	760	7854	863	183
HVO_RS00545	NC_013964.1	126265	127293	+	1029	6433	906	929	1281	3	50	360	2720	478	106
HVO_RS00550	NC_013964.1	127509	128267	+	759	1264	933	981	1080	0	18	592	1076	197	83
HVO_RS00555	NC_013964.1	128367	129218	+	852	1380	871	1006	1148	0	21	985	3544	174	130
HVO_RS00560	NC_013964.1	129270	130067	+	798	889	381	400	490	0	13	235	2015	134	47
HVO_RS00565	NC_013964.1	130859	131485	+	627	1536	1839	1871	2534	3	90	1764	1757	306	250
HVO_RS00570	NC_013964.1	131561	133510	+	1950	22924	9964	10464	12081	14	242	12286	50827	2342	1915
HVO_RS00575	NC_013964.1	133644	134408	-	765	98	144	112	153	0	2	142	177	21	14
HVO_RS00580	NC_013964.1	134773	135720	+	948	68	20	25	40	0	3	23	31	1	1
HVO_RS00585	NC_013964.1	135821	136525	-	705	3	6	2	4	0	1	3	18	0	0
HVO_RS00590	NC_013964.1	136615	138201	+	1587	6	3	1	5	0	0	5	24	0	0
HVO_RS00595	NC_013964.1	138301	139269	+	969	23	9	6	15	1	1	6	84	2	3
HVO_RS00600	NC_013964.1	139262	140242	+	981	11	3	3	5	0	3	4	30	1	0
HVO_RS00605	NC_013964.1	140423	141673	+	1251	9	8	8	11	0	1	8	56	2	3
HVO_RS00610	NC_013964.1	141701	142243	-	543	60	52	52	83	0	0	42	122	15	4
HVO_RS00615	NC_013964.1	142343	143296	-	954	376	270	290	392	0	5	195	1015	54	29
HVO_RS00620	NC_013964.1	143445	143975	+	531	110	77	80	104	0	9	85	320	21	15
HVO_RS00630	NC_013964.1	144548	144955	+	408	3630	3777	3871	5873	1	152	3568	7197	1017	369
HVO_RS00635	NC_013964.1	145516	146379	+	864	1800	1399	1447	1296	2	128	1661	3701	192	238
HVO_RS00640	NC_013964.1	146478	147707	+	1230	5684	4262	4426	5570	6	263	3389	7384	1764	388
HVO_RS00645	NC_013964.1	147763	149388	-	1626	4552	4697	4946	6102	4	153	2729	4901	1318	495
HVO_RS00650	NC_013964.1	149385	150161	-	777	2631	2810	2983	3705	2	119	1918	3222	726	306
HVO_RS00655	NC_013964.1	150248	151114	-	867	2356	2433	2620	3016	1	89	1953	2699	553	238
HVO_RS00660	NC_013964.1	151269	152087	-	819	73	68	69	78	0	3	83	119	38	5
HVO_RS00665	NC_013964.1	152220	152906	+	687	485	671	628	868	1	29	887	591	162	81
HVO_RS00670	NC_013964.1	152981	154204	-	1224	1075	2648	2807	2656	3	78	2100	2508	595	296
HVO_RS00675	NC_013964.1	154201	155490	-	1290	930	2044	2137	2081	0	54	1679	2360	541	229
HVO_RS00680	NC_013964.1	155618	156538	+	921	368	807	800	915	0	22	490	581	160	70
HVO_RS00685	NC_013964.1	156528	157784	+	1257	668	1216	1287	1465	1	33	643	842	240	139
HVO_RS00690	NC_013964.1	157878	158912	+	1035	1550	1703	1777	2173	0	54	1632	1849	656	140
HVO_RS00695	NC_013964.1	159005	160810	-	1806	4472	4164	4451	5227	1	106	2558	6424	1417	534
HVO_RS00700	NC_013964.1	161105	162310	+	1206	601	3533	3735	3161	1	292	1588	251	159	565
HVO_RS00705	NC_013964.1	162589	163284	-	696	365	582	594	666	1	16	963	279	86	109
HVO_RS00710	NC_013964.1	163495	164628	-	1134	495	486	524	596	0	6	481	374	117	55
HVO_RS00715	NC_013964.1	164743	165570	+	828	230	158	191	217	0	9	246	554	49	18
HVO_RS00720	NC_013964.1	165739	167340	+	1602	19157	1691	1809	2619	3	157	1234	14443	1007	189
HVO_RS00725	NC_013964.1	167680	168720	-	1041	173	544	519	284	0	60	159	73	18	40
HVO_RS00730	NC_013964.1	169317	169745	+	429	1328	1451	1449	2046	0	178	1667	676	150	236
HVO_RS00735	NC_013964.1	170084	171253	-	1170	448	386	373	490	0	21	536	585	53	65
HVO_RS00745	NC_013964.1	171961	173601	-	1641	2612	2175	2304	3261	0	55	1486	791	344	400
HVO_RS00750	NC_013964.1	173598	174764	-	1167	1136	1312	1408	1899	1	37	833	838	185	202
HVO_RS00755	NC_013964.1	174818	175231	-	414	588	692	714	1159	0	22	576	1017	101	123
HVO_RS00760	NC_013964.1	175343	179248	+	3906	5626	5488	5577	7078	3	191	3652	2768	1262	857
HVO_RS00765	NC_013964.1	179511	181244	-	1734	139	174	166	217	0	8	186	188	15	26
HVO_RS00770	NC_013964.1	181542	182090	+	549	252	119	138	148	0	13	208	183	23	60
HVO_RS00775	NC_013964.1	182603	183952	-	1350	273	320	314	447	0	11	325	234	42	48
HVO_RS20715	NC_013964.1	185201	185353	-	153	40	52	55	59	0	3	76	93	7	8
HVO_RS00780	NC_013964.1	185436	186071	-	636	548	409	457	448	1	17	496	633	78	69
HVO_RS00785	NC_013964.1	186336	186911	+	576	20	20	30	27	0	0	18	30	5	9
HVO_RS00790	NC_013964.1	186911	187564	+	654	19	24	35	50	0	5	34	50	12	1
HVO_RS00795	NC_013964.1	187564	189012	+	1449	54	55	59	61	0	6	69	109	7	2
HVO_RS00800	NC_013964.1	189005	189217	+	213	6	4	2	10	0	0	5	2	1	1
HVO_RS00805	NC_013964.1	189214	192165	+	2952	144	191	203	218	0	6	185	168	37	16
HVO_RS00810	NC_013964.1	192162	193232	+	1071	92	91	101	146	0	2	107	282	13	12
HVO_RS00815	NC_013964.1	193290	194105	+	816	41	27	36	61	0	1	40	49	12	4
HVO_RS00820	NC_013964.1	194116	194862	+	747	44	37	51	55	0	2	64	51	25	5
HVO_RS00825	NC_013964.1	194859	195758	+	900	41	65	70	111	0	2	109	152	40	6
HVO_RS00830	NC_013964.1	195755	196585	+	831	30	28	34	42	0	1	44	42	13	2
HVO_RS00835	NC_013964.1	196588	197886	+	1299	60	70	74	99	0	3	96	73	22	10
HVO_RS00840	NC_013964.1	198163	198486	+	324	42	41	34	51	0	1	69	80	11	16
HVO_RS00850	NC_013964.1	200301	202289	-	1989	432	180	191	281	0	8	241	1751	86	26
HVO_RS00855	NC_013964.1	202650	203291	-	642	1040	297	335	425	2	44	513	2379	192	72
HVO_RS00860	NC_013964.1	203412	204668	-	1257	142	9	22	37	0	6	18	581	11	0
HVO_RS00865	NC_013964.1	204905	205864	-	960	10	3	6	8	0	0	3	27	0	1
HVO_RS00870	NC_013964.1	205861	207702	-	1842	22	8	4	8	0	0	12	58	2	1
HVO_RS00875	NC_013964.1	207722	208528	-	807	9	7	5	8	0	0	8	80	2	5
HVO_RS00880	NC_013964.1	208868	209665	-	798	11	6	3	5	0	0	10	52	1	1
HVO_RS00885	NC_013964.1	209658	210395	-	738	17	2	3	6	0	1	5	43	1	2
HVO_RS00890	NC_013964.1	211074	211517	+	444	22	83	82	90	0	2	56	102	16	3
HVO_RS00895	NC_013964.1	211615	212589	+	975	975	2524	2650	1889	2	206	4400	1210	248	561
HVO_RS00900	NC_013964.1	212651	213388	+	738	357	1006	1023	1089	0	37	1032	762	172	165
HVO_RS00905	NC_013964.1	213673	215244	+	1572	5113	7353	7507	8437	3	233	4209	4949	894	722
HVO_RS00910	NC_013964.1	215327	216271	+	945	1800	2781	2680	2876	0	79	1496	1508	286	174
HVO_RS00915	NC_013964.1	216268	217164	+	897	1762	2597	2718	3022	2	85	1513	1247	416	186
HVO_RS00920	NC_013964.1	217583	218686	+	1104	46	55	76	104	0	2	74	51	18	11
HVO_RS00925	NC_013964.1	218689	219627	+	939	41	49	49	64	0	3	70	96	12	1
HVO_RS00930	NC_013964.1	219624	220517	+	894	23	31	27	63	0	0	32	37	6	6
HVO_RS00935	NC_013964.1	220517	221257	+	741	136	255	216	298	0	15	289	174	40	26
HVO_RS00940	NC_013964.1	221606	223030	+	1425	999	1052	1085	1272	2	111	1158	1248	369	159
HVO_RS00945	NC_013964.1	223140	223451	-	312	5651	3421	3470	3812	7	520	880	6762	959	337
HVO_RS00950	NC_013964.1	223453	223824	-	372	9278	6124	6541	7059	2	894	1303	13464	1222	967
HVO_RS00955	NC_013964.1	224177	225361	-	1185	6843	5408	5617	6923	3	397	6012	9699	1897	610
HVO_RS00965	NC_013964.1	225692	226651	+	960	601	2462	2576	2028	0	160	1676	601	175	226
HVO_RS00970	NC_013964.1	226697	227809	-	1113	1975	9037	9309	5024	5	743	5811	602	394	867
HVO_RS00975	NC_013964.1	227816	229012	-	1197	3745	14868	15417	8483	4	1314	9944	913	531	2060
HVO_RS00980	NC_013964.1	230169	230630	+	462	105	253	266	196	0	2	92	303	77	48
HVO_RS00985	NC_013964.1	231494	232804	+	1311	4116	1052	1143	1246	2	66	1014	9159	357	150
HVO_RS00990	NC_013964.1	232885	233649	-	765	1421	263	271	309	2	3	52	806	102	20
HVO_RS00995	NC_013964.1	233832	234746	-	915	2293	302	309	275	0	5	174	7392	108	45
HVO_RS01000	NC_013964.1	234867	237893	+	3027	969	191	184	276	1	7	41	1230	90	23
HVO_RS01005	NC_013964.1	238093	238698	+	606	456	77	84	117	1	7	76	1566	58	12
HVO_RS01010	NC_013964.1	238715	240370	-	1656	612	163	155	164	2	16	35	869	47	23
HVO_RS01015	NC_013964.1	240590	242263	-	1674	443	27	42	38	0	5	6	1105	30	10
HVO_RS01025	NC_013964.1	242688	243539	-	852	588	69	78	130	1	5	14	389	32	9
HVO_RS01030	NC_013964.1	243635	244597	-	963	660	41	33	55	0	5	5	166	71	1
HVO_RS01035	NC_013964.1	244643	245518	-	876	1839	90	119	205	1	5	6	516	139	10
HVO_RS01040	NC_013964.1	245522	246301	-	780	2510	192	199	331	1	1	29	944	165	8
HVO_RS01045	NC_013964.1	246483	246692	+	210	93	19	11	18	1	0	3	482	5	4
HVO_RS01050	NC_013964.1	246774	247970	+	1197	3770	264	288	413	2	12	32	2353	354	16
HVO_RS01055	NC_013964.1	247967	249367	+	1401	4041	180	158	300	0	8	37	1621	310	18
HVO_RS01060	NC_013964.1	249488	254698	-	5211	268	53	48	50	1	1	7	402	11	6
HVO_RS01065	NC_013964.1	255149	256360	+	1212	4247	277	259	469	0	21	46	11841	290	40
HVO_RS01070	NC_013964.1	256568	257998	+	1431	8229	506	514	779	2	35	100	7693	300	49
HVO_RS01075	NC_013964.1	258281	259222	+	942	594	56	63	108	0	5	20	1170	25	7
HVO_RS01080	NC_013964.1	259219	260373	+	1155	746	45	65	95	0	0	16	565	29	10
HVO_RS01085	NC_013964.1	260373	261131	+	759	753	34	54	86	2	1	15	290	20	4
HVO_RS01090	NC_013964.1	261128	261871	+	744	586	24	32	56	0	0	12	264	37	11
HVO_RS01095	NC_013964.1	262061	263320	+	1260	258	123	92	150	0	9	47	1119	25	2
HVO_RS01100	NC_013964.1	263384	264217	-	834	1777	989	1052	974	0	39	533	8217	118	104
HVO_RS01105	NC_013964.1	264338	264748	-	411	377	163	131	237	0	2	37	410	22	9
HVO_RS01110	NC_013964.1	265677	266630	-	954	126	98	79	91	0	2	86	1479	11	9
HVO_RS01115	NC_013964.1	268117	269256	-	1140	674	336	324	533	0	1	90	1263	52	20
HVO_RS01120	NC_013964.1	269467	270846	+	1380	644	201	229	466	0	5	32	928	96	11
HVO_RS01125	NC_013964.1	270910	271785	+	876	148	43	39	117	0	0	7	109	19	3
HVO_RS01130	NC_013964.1	271778	272653	+	876	88	41	42	93	0	0	12	40	9	1
HVO_RS01135	NC_013964.1	272650	273369	+	720	43	19	12	44	0	3	2	14	11	2
HVO_RS01140	NC_013964.1	273372	274706	-	1335	113	30	21	35	0	3	18	610	26	0
HVO_RS01145	NC_013964.1	274785	276320	-	1536	1918	670	767	1185	10	14	353	6536	252	56
HVO_RS01150	NC_013964.1	276941	278107	+	1167	412	339	313	408	0	20	388	433	67	50
HVO_RS01155	NC_013964.1	279171	279377	-	207	39	27	30	35	0	1	34	324	0	16
HVO_RS01160	NC_013964.1	279990	283325	-	3336	1518	566	588	748	0	34	427	2510	164	57
HVO_RS01165	NC_013964.1	283322	284761	-	1440	885	384	433	542	1	13	252	1709	97	28
HVO_RS01170	NC_013964.1	285032	285307	+	276	112	68	55	81	0	3	132	301	16	13
HVO_RS01175	NC_013964.1	285425	285805	-	381	227	159	172	199	0	8	349	1067	61	11
HVO_RS01180	NC_013964.1	286201	287358	+	1158	81	77	74	75	0	3	38	193	25	6
HVO_RS20720	NC_013964.1	287439	287603	+	165	230	96	94	147	1	12	180	535	48	13
HVO_RS01185	NC_013964.1	287729	288964	-	1236	3934	2500	2613	3247	2	92	3306	6412	603	370
HVO_RS01190	NC_013964.1	288961	289350	-	390	1735	1279	1468	1727	1	60	1757	3241	192	253
HVO_RS01195	NC_013964.1	289493	290614	-	1122	31	36	45	25	0	0	45	205	10	4
HVO_RS01200	NC_013964.1	290894	292654	+	1761	708	570	597	739	0	18	727	2533	182	50
HVO_RS01210	NC_013964.1	293433	294044	-	612	63	122	115	159	0	1	119	254	11	9
HVO_RS01215	NC_013964.1	295154	295918	+	765	94	185	220	164	0	31	432	286	49	51
HVO_RS01230	NC_013964.1	298046	299281	+	1236	83	89	95	146	0	1	67	178	18	7
HVO_RS01235	NC_013964.1	300525	301328	+	804	1002	734	711	783	3	23	1028	2084	178	108
HVO_RS01240	NC_013964.1	302018	302815	+	798	205	115	126	134	0	4	168	571	36	20
HVO_RS01245	NC_013964.1	302870	304537	-	1668	1782	1215	1322	1509	1	41	2029	2294	267	208
HVO_RS01250	NC_013964.1	304696	306075	+	1380	520	290	336	415	2	9	318	998	69	41
HVO_RS01255	NC_013964.1	306094	306480	+	387	200	118	124	138	0	0	146	459	38	11
HVO_RS01260	NC_013964.1	306556	307209	-	654	292	170	187	226	1	13	410	785	32	42
HVO_RS01265	NC_013964.1	307669	309303	+	1635	11	6	10	6	0	0	6	37	2	1
HVO_RS01270	NC_013964.1	309476	310840	+	1365	280	249	326	423	0	7	258	453	97	27
HVO_RS01275	NC_013964.1	310915	312210	-	1296	24	31	29	30	0	0	12	116	5	2
HVO_RS01280	NC_013964.1	312207	313517	-	1311	32	28	39	52	0	2	22	245	10	5
HVO_RS01285	NC_013964.1	313647	314615	+	969	75	55	69	60	0	2	59	168	13	5
HVO_RS01290	NC_013964.1	314622	317768	+	3147	287	324	342	523	0	12	190	1285	66	30
HVO_RS01295	NC_013964.1	317826	319133	-	1308	8733	8781	9025	20975	6	128	4515	3549	2564	564
HVO_RS01300	NC_013964.1	319160	320338	-	1179	204	156	166	284	0	9	102	375	59	25
HVO_RS01305	NC_013964.1	320684	321706	+	1023	633	229	227	326	0	36	310	446	84	35
HVO_RS01310	NC_013964.1	321763	322128	+	366	359	346	401	460	0	26	448	832	91	33
HVO_RS01315	NC_013964.1	322163	323644	-	1482	395	741	702	887	0	38	755	704	160	73
HVO_RS20725	NC_013964.1	323769	324497	+	729	183	453	531	543	0	30	585	366	60	68
HVO_RS21145	NC_013964.1	324636	324839	-	204	199	352	417	374	0	13	588	358	53	48
HVO_RS01330	NC_013964.1	325629	327335	+	1707	2589	5198	5325	6377	4	214	9831	1220	865	911
HVO_RS01335	NC_013964.1	327393	327758	+	366	159	376	351	472	0	11	451	266	81	25
HVO_RS01340	NC_013964.1	327755	328153	+	399	102	194	219	315	0	2	108	193	76	17
HVO_RS01345	NC_013964.1	328409	329380	-	972	11226	2596	2777	2672	18	630	2437	13852	1965	446
HVO_RS01350	NC_013964.1	329580	330368	+	789	1614	2194	2124	2419	0	162	2722	2496	436	318
HVO_RS20730	NC_013964.1	330468	330629	-	162	421	576	578	785	0	38	839	701	100	78
HVO_RS01355	NC_013964.1	330697	331314	-	618	740	850	870	972	0	76	1249	813	106	214
HVO_RS01360	NC_013964.1	331659	331859	-	201	34	17	13	13	1	0	8	22	12	3
HVO_RS01365	NC_013964.1	332280	333530	+	1251	1920	344	348	420	0	23	619	401	139	58
HVO_RS01370	NC_013964.1	333644	334417	+	774	1058	688	703	713	1	49	920	1167	86	132
HVO_RS01375	NC_013964.1	334517	334819	+	303	156	77	98	111	1	4	102	174	57	22
HVO_RS01380	NC_013964.1	334990	336024	+	1035	492	447	410	449	0	25	413	912	137	68
HVO_RS01385	NC_013964.1	336166	336606	-	441	165	351	387	433	0	17	380	196	28	48
HVO_RS01390	NC_013964.1	336700	337218	-	519	1194	1630	1500	2157	0	82	2242	1343	276	239
HVO_RS01395	NC_013964.1	337368	337565	+	198	38	62	66	145	0	1	60	135	21	2
HVO_RS01400	NC_013964.1	337707	338765	+	1059	322	199	230	352	0	16	218	324	70	23
HVO_RS01405	NC_013964.1	338888	339652	-	765	1935	1661	1688	2548	1	63	1659	2715	691	156
HVO_RS01410	NC_013964.1	339767	340444	+	678	182	81	123	141	0	6	114	293	58	7
HVO_RS01415	NC_013964.1	340588	342057	+	1470	477	413	469	671	1	9	450	315	74	73
HVO_RS01420	NC_013964.1	342080	342973	+	894	132	113	105	162	0	6	89	59	2	13
HVO_RS01425	NC_013964.1	342978	343844	+	867	79	72	93	136	0	3	70	42	14	16
HVO_RS01430	NC_013964.1	343855	344988	+	1134	520	522	543	777	0	29	508	705	185	44
HVO_RS01435	NC_013964.1	345036	345437	-	402	257	258	268	333	0	8	336	358	72	16
HVO_RS01440	NC_013964.1	345549	345725	-	177	77	170	150	129	0	2	59	254	21	19
HVO_RS01445	NC_013964.1	346327	346677	-	351	237	30	36	34	0	4	24	165	6	17
HVO_RS01450	NC_013964.1	346679	347665	-	987	622	100	88	120	0	4	91	527	27	22
HVO_RS01455	NC_013964.1	347763	348269	-	507	56	28	31	50	0	0	35	204	12	4
HVO_RS01460	NC_013964.1	348353	349732	-	1380	299	69	63	73	1	7	37	445	14	20
HVO_RS01465	NC_013964.1	349819	351243	-	1425	92	7	10	7	1	0	4	243	2	5
HVO_RS01470	NC_013964.1	351603	352019	-	417	91	11	10	27	0	1	28	105	0	6
HVO_RS01475	NC_013964.1	352046	353365	-	1320	621	89	94	116	0	15	148	376	46	16
HVO_RS01480	NC_013964.1	354289	354765	+	477	112	50	25	50	0	0	56	161	6	6
HVO_RS01485	NC_013964.1	354767	357130	+	2364	323	89	93	105	1	20	135	565	38	28
HVO_RS01490	NC_013964.1	357127	357996	+	870	63	10	10	18	0	0	41	117	11	2
HVO_RS01495	NC_013964.1	358112	359077	+	966	832	163	174	228	1	17	167	3135	76	22
HVO_RS01500	NC_013964.1	359247	359831	+	585	418	57	72	110	0	5	62	1873	24	6
HVO_RS01505	NC_013964.1	360154	361146	-	993	111	9	10	25	0	0	8	62	3	4
HVO_RS01510	NC_013964.1	361140	362282	-	1143	126	12	17	22	0	2	16	108	2	10
HVO_RS01515	NC_013964.1	362279	363931	-	1653	349	51	47	83	2	2	62	593	14	16
HVO_RS01520	NC_013964.1	364128	365807	+	1680	270	56	60	87	0	2	69	295	14	12
HVO_RS01525	NC_013964.1	365977	367152	+	1176	4214	237	238	399	1	11	308	5479	115	63
HVO_RS01530	NC_013964.1	367486	368280	+	795	321	47	62	84	1	1	85	227	12	21
HVO_RS01535	NC_013964.1	368668	369435	-	768	169	78	61	84	0	4	37	427	23	3
HVO_RS01540	NC_013964.1	369539	370645	-	1107	1489	208	225	259	0	5	391	4093	122	61
HVO_RS01545	NC_013964.1	370745	372844	-	2100	407	130	150	253	0	3	18	298	53	5
HVO_RS01550	NC_013964.1	373220	374368	+	1149	707	171	252	218	1	13	180	2974	50	40
HVO_RS01555	NC_013964.1	374393	375769	+	1377	1073	449	501	596	0	27	559	3757	144	56
HVO_RS01560	NC_013964.1	375818	377356	-	1539	700	56	46	70	0	4	39	3666	75	6
HVO_RS01565	NC_013964.1	377474	378460	-	987	94	36	37	30	1	1	41	555	6	5
HVO_RS01570	NC_013964.1	378951	379193	-	243	75	54	42	48	0	2	65	319	14	6
HVO_RS01575	NC_013964.1	379348	381444	+	2097	708	75	78	160	0	1	19	346	55	8
HVO_RS01580	NC_013964.1	381652	383778	+	2127	211	30	20	37	0	2	16	78	11	1
HVO_RS01585	NC_013964.1	384012	384230	-	219	289	34	28	69	0	2	22	1379	15	10
HVO_RS01590	NC_013964.1	384446	385507	+	1062	762	51	58	78	0	2	6	467	17	8
HVO_RS01595	NC_013964.1	385504	386619	+	1116	933	33	49	59	0	3	9	479	27	5
HVO_RS01600	NC_013964.1	386757	387875	-	1119	513	140	124	141	0	13	65	4466	60	19
HVO_RS01605	NC_013964.1	387954	388988	-	1035	1229	168	206	217	1	25	187	8285	110	33
HVO_RS01610	NC_013964.1	389121	390365	-	1245	34	16	9	2	0	3	1	425	4	1
HVO_RS21160	NC_013964.1	390456	390899	-	444	5	1	0	0	0	1	1	64	4	1
HVO_RS01625	NC_013964.1	391344	391652	-	309	5	0	3	0	0	1	0	39	0	0
HVO_RS01630	NC_013964.1	391649	392839	-	1191	26	3	4	10	0	2	3	129	2	0
HVO_RS01635	NC_013964.1	392926	393609	+	684	187	37	51	44	0	9	43	2050	14	9
HVO_RS01640	NC_013964.1	393703	394356	+	654	248	46	56	52	0	7	45	1810	13	12
HVO_RS01645	NC_013964.1	394417	394662	+	246	57	19	19	17	1	6	10	495	4	6
HVO_RS01650	NC_013964.1	394719	395801	-	1083	56	29	16	9	1	6	14	442	3	4
HVO_RS01655	NC_013964.1	395884	397317	-	1434	68	28	30	23	0	5	10	480	5	15
HVO_RS01660	NC_013964.1	397381	397845	-	465	326	108	111	116	2	12	43	2774	43	28
HVO_RS01665	NC_013964.1	397954	399090	-	1137	643	291	273	347	0	23	364	2594	107	34
HVO_RS01670	NC_013964.1	399189	400430	-	1242	370	52	44	38	0	4	64	3069	24	15
HVO_RS01675	NC_013964.1	400523	401575	-	1053	155	50	77	57	2	4	64	1550	16	5
HVO_RS01680	NC_013964.1	401690	402628	+	939	154	36	43	24	0	4	26	4343	6	7
HVO_RS01685	NC_013964.1	402843	404792	+	1950	261	28	18	18	0	3	25	2179	11	3
HVO_RS01690	NC_013964.1	405285	406007	+	723	53	17	30	37	0	5	24	110	10	1
HVO_RS01695	NC_013964.1	406210	406635	-	426	676	668	727	983	0	39	497	2090	199	57
HVO_RS01700	NC_013964.1	406887	407240	+	354	343	331	320	429	0	19	230	324	123	38
HVO_RS01705	NC_013964.1	407283	408113	+	831	737	1199	1221	1238	1	53	933	574	229	129
HVO_RS01710	NC_013964.1	408141	410444	-	2304	6140	7035	7648	9260	3	311	9092	2670	1324	1362
HVO_RS01715	NC_013964.1	410664	411635	-	972	1736	2994	3180	4228	3	122	2960	510	695	593
HVO_RS01720	NC_013964.1	411652	412176	-	525	1005	1730	1774	2357	1	69	1424	318	319	462
HVO_RS01725	NC_013964.1	412183	414009	-	1827	4815	8575	8963	10533	1	441	8291	2731	1468	1531
HVO_RS01730	NC_013964.1	414079	414804	-	726	3052	5988	6306	7841	1	332	8190	2473	1560	869
HVO_RS01735	NC_013964.1	414982	416148	-	1167	251	478	536	958	0	45	1233	625	336	84
HVO_RS01740	NC_013964.1	416397	417659	-	1263	63	130	113	159	0	5	141	113	16	15
HVO_RS01745	NC_013964.1	417818	418459	+	642	75	100	133	246	0	6	199	179	67	18
HVO_RS01750	NC_013964.1	418592	418831	+	240	13	10	10	15	0	0	19	16	2	0
HVO_RS01755	NC_013964.1	418824	421355	+	2532	134	203	260	267	0	14	266	326	53	32
HVO_RS01760	NC_013964.1	421358	422179	+	822	46	161	158	197	0	8	249	129	27	22
HVO_RS01765	NC_013964.1	422179	423492	+	1314	79	118	128	137	0	10	125	111	13	20
HVO_RS01770	NC_013964.1	423489	424082	+	594	41	43	45	41	0	5	78	47	20	6
