# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "gene" "-g" "locus_tag" "-a" "../00_genome/genomic.gff" "-o" "../HVO_counts/2019_counts.txt" "dpyrE2-4hmfe-2_S5_sorted.bam" "dpyrE2-4hmfe-4_S9_sorted.bam" "dpyrE2-4hmfe-5_S18_sorted.bam" "dpyrE2-4hpfe-2_S2_sorted.bam" "dpyrE2-4hpfe-4_S16_sorted.bam" "dpyrE2-4hpfe-5_S12_sorted.bam" "dtbsP-4hmfe-2_S40_sorted.bam" "dtbsP-4hmfe-5_S46_sorted.bam" "dtbsP-4hmfe-6_S52_sorted.bam" "dtbsP-4hpfe-2_S38_sorted.bam" "dtbsP-4hpfe-5_S43_sorted.bam" "dtbsP-4hpfe-6_S49_sorted.bam" "dtrmB-4hmfe-1_S24_sorted.bam" "dtrmB-4hmfe-5_S30_sorted.bam" "dtrmB-4hmfe-6_S36_sorted.bam" "dtrmB-4hpfe-1_S21_sorted.bam" "dtrmB-4hpfe-5_S27_sorted.bam" "dtrmB-4hpfe-6_S33_sorted.bam" "dtrmBdtbsP-4hmfe-2_S56_sorted.bam" "dtrmBdtbsP-4hmfe-5_S66_sorted.bam" "dtrmBdtbsP-4hmfe-6_S72_sorted.bam" "dtrmBdtbsP-4hpfe-2_S54_sorted.bam" "dtrmBdtbsP-4hpfe-5_S65_sorted.bam" "dtrmBdtbsP-4hpfe-6_S69_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	dpyrE2-4hmfe-2_S5_sorted.bam	dpyrE2-4hmfe-4_S9_sorted.bam	dpyrE2-4hmfe-5_S18_sorted.bam	dpyrE2-4hpfe-2_S2_sorted.bam	dpyrE2-4hpfe-4_S16_sorted.bam	dpyrE2-4hpfe-5_S12_sorted.bam	dtbsP-4hmfe-2_S40_sorted.bam	dtbsP-4hmfe-5_S46_sorted.bam	dtbsP-4hmfe-6_S52_sorted.bam	dtbsP-4hpfe-2_S38_sorted.bam	dtbsP-4hpfe-5_S43_sorted.bam	dtbsP-4hpfe-6_S49_sorted.bam	dtrmB-4hmfe-1_S24_sorted.bam	dtrmB-4hmfe-5_S30_sorted.bam	dtrmB-4hmfe-6_S36_sorted.bam	dtrmB-4hpfe-1_S21_sorted.bam	dtrmB-4hpfe-5_S27_sorted.bam	dtrmB-4hpfe-6_S33_sorted.bam	dtrmBdtbsP-4hmfe-2_S56_sorted.bam	dtrmBdtbsP-4hmfe-5_S66_sorted.bam	dtrmBdtbsP-4hmfe-6_S72_sorted.bam	dtrmBdtbsP-4hpfe-2_S54_sorted.bam	dtrmBdtbsP-4hpfe-5_S65_sorted.bam	dtrmBdtbsP-4hpfe-6_S69_sorted.bam
HVO_RS19275	NC_013967.1	2844575	2845567	-	993	11330	4100	14091	13209	13837	14528	3660	6	291	17251	17379	19849	11503	9178	8012	7036	19740	17555	2785	4094	22861	919	15763	5520
HVO_RS19280	NC_013967.1	2845616	2846008	-	393	5925	2171	7024	6271	6731	7508	1718	4	137	7701	8068	9888	5755	4348	3636	3753	10703	7848	1598	1798	12318	455	6839	3137
HVO_RS19285	NC_013967.1	2846015	2846656	-	642	9538	4517	11672	9954	10390	11924	3460	6	216	13748	15472	15631	9510	7681	6838	6442	17219	14029	3060	2764	20290	1288	10887	6174
HVO_RS19295	NC_013968.1	101	1327	+	1227	579	256	717	889	1006	924	217	2	11	579	677	1011	987	782	870	573	1325	872	182	94	1080	66	849	392
HVO_RS21365	NC_013968.1	1621	2058	+	438	115	89	131	312	291	457	59	0	8	275	298	384	199	154	188	451	442	382	40	54	316	15	548	109
HVO_RS20335	NC_013968.1	2344	3240	+	897	142	393	157	755	836	1618	137	2	17	243	373	696	1279	952	945	640	887	684	77	33	1059	39	593	218
HVO_RS19305	NC_013968.1	3380	4549	-	1170	392	119	465	294	342	445	103	1	24	401	477	493	497	430	356	676	515	420	124	60	462	33	718	145
HVO_RS19310	NC_013968.1	4649	5341	+	693	529	395	578	733	747	1122	210	2	83	429	477	688	2426	1663	1688	2797	943	737	167	218	1075	54	2811	186
HVO_RS19315	NC_013968.1	5497	5742	-	246	350	160	356	314	412	482	72	1	33	362	377	437	1121	911	837	709	576	399	84	82	508	29	960	113
HVO_RS19320	NC_013968.1	5743	6006	-	264	336	185	395	319	336	521	68	0	25	332	331	393	1184	846	731	891	525	476	82	112	558	30	945	113
HVO_RS19325	NC_013968.1	6138	6419	-	282	23	36	20	90	95	121	28	0	5	116	138	136	43	32	41	296	162	158	11	11	126	6	188	46
HVO_RS19330	NC_013968.1	6521	6970	+	450	85	92	98	236	265	364	75	0	7	331	353	460	84	84	103	544	448	501	11	44	452	13	456	135
HVO_RS19335	NC_013968.1	7139	7501	+	363	23	45	57	83	93	130	15	0	5	84	97	133	114	92	78	173	126	107	12	29	160	11	179	43
HVO_RS19340	NC_013968.1	7718	9085	+	1368	201	154	248	308	357	518	101	0	9	316	338	416	439	374	419	589	544	502	63	80	576	27	683	141
HVO_RS19345	NC_013968.1	9296	9616	+	321	2469	1480	2775	3158	3387	4903	808	1	150	2750	3176	3814	5848	4935	4439	4981	5478	4373	667	532	5375	158	5512	1115
HVO_RS19350	NC_013968.1	9798	11096	-	1299	601	299	692	752	764	973	184	0	41	639	732	955	1061	1000	916	1650	1161	915	154	96	841	55	1388	277
HVO_RS20350	NC_013968.1	11678	12244	-	567	317	284	396	342	357	693	149	0	15	176	292	318	318	293	348	473	375	341	99	92	761	33	547	112
HVO_RS19360	NC_013968.1	12685	13536	+	852	450	288	570	937	913	976	207	0	28	804	886	1364	867	677	589	678	1584	1241	134	176	1251	31	1272	474
HVO_RS19365	NC_013968.1	13539	13925	+	387	251	128	311	484	517	524	104	0	23	411	468	748	379	280	258	460	779	635	58	71	450	20	609	212
HVO_RS19370	NC_013968.1	15191	16360	+	1170	363	105	454	308	302	480	102	1	25	379	429	538	467	446	338	603	495	432	90	56	502	27	644	142
HVO_RS19375	NC_013968.1	16507	16875	-	369	115	196	126	316	354	546	81	0	37	440	480	509	210	169	225	917	628	510	26	45	498	29	858	149
HVO_RS19380	NC_013968.1	17018	17512	-	495	25	55	28	109	126	194	40	0	2	126	135	153	67	46	67	240	181	146	16	16	144	2	225	51
HVO_RS19390	NC_013968.1	17716	17976	-	261	26	106	28	206	232	343	60	0	7	284	325	280	52	40	58	378	372	327	10	43	344	20	419	104
HVO_RS20665	NC_013968.1	18073	18426	+	354	87	137	118	207	204	336	74	0	8	170	213	222	125	101	159	328	307	312	29	50	404	24	449	80
HVO_RS21375	NC_013968.1	18658	18852	+	195	26	12	37	32	30	77	11	0	2	46	51	71	39	36	44	127	65	72	7	9	55	3	113	24
HVO_RS19400	NC_013968.1	18908	19882	+	975	4959	2949	6025	4780	5240	8703	1364	2	209	2774	3590	5342	4615	4225	5188	6937	6273	5136	1302	333	5186	443	8490	2194
HVO_RS20370	NC_013968.1	19887	20411	+	525	453	305	548	572	613	984	128	0	32	365	568	759	219	284	420	1227	869	747	118	15	559	68	1205	301
HVO_RS19405	NC_013968.1	20884	21090	-	207	98	107	162	196	208	205	74	0	7	191	240	260	208	180	239	335	279	283	22	9	255	19	324	102
HVO_RS20670	NC_013968.1	21134	21307	-	174	103	62	131	125	124	224	73	0	6	127	172	180	141	127	125	176	196	227	32	25	176	17	219	101
HVO_RS19410	NC_013968.1	21542	22072	+	531	128	115	176	314	335	421	81	0	6	248	266	509	262	261	206	403	473	402	37	50	410	21	364	115
HVO_RS21120	NC_013968.1	22260	23411	+	1152	279	124	303	132	127	218	121	1	8	275	305	382	90	76	207	299	188	155	40	78	563	42	989	131
HVO_RS19420	NC_013968.1	23448	26402	+	2955	307	233	415	684	764	1029	166	1	28	753	768	895	721	602	505	980	1029	925	99	123	835	35	1166	236
HVO_RS19425	NC_013968.1	26402	30316	+	3915	779	430	940	1439	1502	1952	313	1	73	1229	1291	1577	1333	897	900	2118	1959	1567	139	285	1527	68	2459	491
HVO_RS19430	NC_013968.1	30761	31930	+	1170	235	81	260	267	284	336	79	1	16	311	314	329	362	290	250	577	435	381	74	33	250	9	571	116
HVO_RS20380	NC_013968.1	32328	32678	-	351	495	642	632	1550	1476	1875	314	1	29	392	549	1240	1349	922	798	2097	1994	1366	106	162	1710	79	1490	523
HVO_RS19435	NC_013968.1	32946	34112	+	1167	590	271	780	664	742	978	226	2	41	802	972	987	1154	962	717	933	1211	875	174	95	1066	46	1160	305
HVO_RS20385	NC_013968.1	34493	35713	+	1221	588	1281	773	2891	3000	4535	690	1	88	2253	2759	3150	626	437	688	2095	3657	2843	134	176	1864	148	3147	1396
HVO_RS20390	NC_013968.1	36244	38424	+	2181	678	914	793	2056	2176	3367	497	1	76	1424	1795	2506	1182	980	1173	1801	2502	2078	193	183	1802	139	2759	854
HVO_RS19450	NC_013968.1	38529	42353	+	3825	4981	6335	6128	9524	10330	17021	2446	6	128	3410	4156	6889	8030	6234	6550	3888	8172	5691	1050	1358	14503	308	6213	2188
HVO_RS19455	NC_013968.1	42448	44433	+	1986	2193	2383	2537	2732	2852	5689	777	1	46	1124	1292	1964	1136	897	1051	1398	2854	1969	369	535	5268	112	2363	736
HVO_RS19460	NC_013968.1	44460	45461	+	1002	485	625	640	800	918	1491	239	0	16	341	446	656	286	263	299	634	973	760	68	100	1382	60	801	244
HVO_RS19465	NC_013968.1	45606	46760	+	1155	190	318	271	876	989	1361	206	1	31	466	648	908	459	343	323	863	1221	938	44	35	499	40	942	307
HVO_RS19470	NC_013968.1	47163	47717	-	555	61	66	75	176	203	180	50	1	6	171	214	229	95	64	89	146	230	189	19	27	190	8	276	116
HVO_RS21125	NC_013968.1	48570	48743	+	174	2	5	1	8	9	21	1	0	2	3	10	22	5	4	5	22	28	14	0	2	12	0	25	5
HVO_RS19475	NC_013968.1	49346	50146	-	801	571	228	669	625	636	830	214	0	37	957	1098	1047	195	233	164	979	1117	988	145	61	573	41	1181	370
HVO_RS19480	NC_013968.1	50262	50750	+	489	985	391	1163	923	946	1141	269	0	44	901	923	1377	1755	1179	1030	1221	1528	1323	186	189	1421	55	1463	442
HVO_RS19490	NC_013968.1	51699	53051	-	1353	201	90	218	247	245	363	99	0	11	219	255	326	197	163	152	472	390	283	48	35	283	23	465	103
HVO_RS20405	NC_013968.1	53301	54335	-	1035	2363	3072	2867	8794	9521	17515	4168	5	223	5720	7974	14404	2285	2062	2225	5347	11029	7294	558	581	9983	339	9655	5660
HVO_RS20685	NC_013968.1	54774	55124	-	351	60	92	70	182	248	401	39	0	1	64	104	136	66	78	71	257	186	138	19	1	240	16	174	91
HVO_RS20690	NC_013968.1	55340	55735	-	396	42	56	66	100	113	203	40	0	4	101	126	142	66	59	98	175	198	143	9	17	159	12	145	47
HVO_RS20410	NC_013968.1	55899	56111	-	213	33	9	19	24	18	75	8	0	0	36	39	44	37	41	26	53	49	44	3	9	39	2	38	18
HVO_RS19510	NC_013968.1	56369	57616	+	1248	579	334	705	881	851	1097	250	1	35	885	950	1395	1185	841	929	769	1170	1067	174	111	873	47	1145	387
HVO_RS19520	NC_013968.1	60310	60609	+	300	660	160	812	354	389	535	143	0	10	517	519	616	857	807	659	653	653	592	291	142	1007	60	790	180
HVO_RS19525	NC_013968.1	60648	60872	+	225	559	148	662	332	377	403	125	0	12	383	409	479	669	539	536	584	505	468	222	85	648	65	737	157
HVO_RS19530	NC_013968.1	61032	61364	-	333	12	6	14	5	18	32	1	0	1	9	16	20	31	20	27	20	17	15	3	1	5	0	35	8
HVO_RS19535	NC_013968.1	61727	62611	+	885	81	28	79	83	64	275	18	0	6	119	110	112	245	704	106	190	373	315	11	11	33	3	145	22
HVO_RS19545	NC_013968.1	63753	64931	-	1179	432	489	517	378	396	473	150	4	63	139	186	274	9545	7546	7084	933	482	351	247	146	1112	182	442	156
HVO_RS19550	NC_013968.1	65353	66177	+	825	17	4	25	16	24	37	6	0	8	18	14	29	234	159	108	108	30	36	5	7	12	4	63	10
HVO_RS19555	NC_013968.1	66399	67373	-	975	1008	683	1126	1207	1300	2201	354	1	55	831	945	1343	4387	3345	3225	1363	1789	1134	310	231	1562	124	2490	438
HVO_RS19560	NC_013968.1	67448	68746	-	1299	71	22	103	54	57	68	21	0	4	37	45	69	118	97	90	136	80	69	25	9	83	14	107	26
HVO_RS19565	NC_013968.1	69009	70175	-	1167	388	119	471	311	339	424	113	1	19	401	482	485	525	461	366	593	542	458	92	73	542	21	597	147
HVO_RS19570	NC_013968.1	70334	71227	-	894	247	155	291	127	127	274	60	1	8	29	59	78	666	443	551	282	122	83	47	47	316	34	213	40
HVO_RS19575	NC_013968.1	71227	72192	-	966	214	150	273	140	146	386	60	1	7	35	46	63	1033	659	863	138	92	71	50	45	360	36	120	52
HVO_RS19580	NC_013968.1	72312	74384	+	2073	4475	1558	5305	2265	2302	3692	854	5	139	1179	1339	2072	21538	16534	13741	3014	2638	1828	1217	822	5895	355	3175	692
HVO_RS19585	NC_013968.1	74734	76350	-	1617	1410	726	1810	905	997	1985	326	1	24	283	337	576	3860	3048	2885	617	933	516	478	317	1993	74	440	206
HVO_RS19590	NC_013968.1	76797	77576	-	780	185	105	258	230	257	285	72	0	7	73	105	217	756	665	718	158	219	223	91	27	343	16	429	88
HVO_RS19595	NC_013968.1	77782	78945	+	1164	831	335	950	657	700	987	151	1	26	333	380	810	5354	4100	3418	923	808	542	266	153	891	51	1491	202
HVO_RS19605	NC_013968.1	79789	80892	-	1104	215	66	241	137	145	195	30	0	2	93	111	169	406	394	320	259	235	183	43	17	114	13	247	58
HVO_RS19610	NC_013968.1	81271	81825	-	555	30	28	38	67	67	63	14	0	1	82	78	88	64	35	56	63	101	80	4	14	60	8	105	33
HVO_RS21380	NC_013968.1	82305	82625	+	321	6	2	7	8	9	3	2	0	0	2	4	9	14	0	6	12	9	12	0	0	3	0	22	3
HVO_RS19615	NC_013968.1	83320	83664	-	345	101	95	100	280	222	246	73	0	6	329	392	413	386	331	190	175	386	334	50	122	662	20	384	101
HVO_RS19620	NC_013968.1	83661	83855	-	195	29	34	37	83	79	83	15	0	4	115	113	166	148	102	66	68	124	90	18	59	292	0	142	38
HVO_RS19625	NC_013968.1	83852	84292	-	441	92	107	99	291	327	299	92	0	5	466	475	506	422	333	227	382	461	493	44	121	679	8	433	131
HVO_RS20735	NC_013965.1	347	490	+	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
HVO_RS01850	NC_013965.1	702	3347	+	2646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
HVO_RS01855	NC_013965.1	4457	4684	-	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HVO_RS01860	NC_013965.1	4859	5476	+	618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HVO_RS01865	NC_013965.1	5469	5891	+	423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HVO_RS01845	NC_013965.1	6038	6643	-	606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HVO_RS00005	NC_013964.1	201	1433	+	1233	1628	374	2063	1360	1364	1429	443	0	70	1358	1444	1614	711	690	735	1239	1893	1604	360	108	754	47	1733	538
HVO_RS00010	NC_013964.1	1555	2712	+	1158	414	116	495	418	367	390	103	1	11	474	427	560	912	617	586	441	559	420	80	95	304	23	855	126
HVO_RS00015	NC_013964.1	2760	3179	-	420	50	21	67	84	92	116	38	0	3	170	164	133	148	85	100	178	134	120	8	23	103	7	181	37
HVO_RS00020	NC_013964.1	3414	4661	-	1248	128	106	167	296	306	266	91	1	10	324	341	346	246	168	154	431	371	292	31	52	226	9	418	99
HVO_RS00025	NC_013964.1	5024	6265	+	1242	80	43	140	135	134	203	34	0	8	181	158	205	303	224	171	174	203	165	17	50	219	7	253	46
HVO_RS00030	NC_013964.1	6420	7298	-	879	129	40	171	183	200	231	38	0	9	238	192	257	371	262	181	315	278	213	37	75	177	7	339	55
HVO_RS00035	NC_013964.1	7541	8191	+	651	3755	787	4452	2404	2634	2910	738	2	91	4062	4245	4447	3270	2740	2471	3067	4232	3568	780	794	4234	246	4628	1233
HVO_RS00040	NC_013964.1	8220	8594	-	375	182	65	251	195	247	258	53	2	5	493	447	551	311	243	215	414	469	374	23	109	178	24	535	87
HVO_RS00045	NC_013964.1	8587	9729	-	1143	330	129	393	615	619	675	217	0	51	1031	1031	1041	786	624	459	1437	1080	1002	71	111	733	38	957	303
HVO_RS00050	NC_013964.1	9927	11069	+	1143	396	133	460	556	561	522	164	0	12	829	870	875	813	671	458	567	957	798	102	99	532	22	765	247
HVO_RS00055	NC_013964.1	11360	13114	+	1755	198	74	251	250	264	340	55	0	7	280	275	365	260	197	190	440	410	351	40	42	222	15	583	93
HVO_RS20710	NC_013964.1	13151	13309	+	159	9	6	7	14	13	23	4	0	0	12	12	15	19	10	13	35	24	18	7	2	12	2	44	7
HVO_RS00060	NC_013964.1	13523	16036	+	2514	377	142	445	294	258	302	99	1	29	277	340	381	439	379	421	695	407	365	104	90	365	31	1897	106
HVO_RS00065	NC_013964.1	16218	16595	-	378	2286	1117	2699	2353	2484	2975	755	2	102	2415	2358	3370	2992	2449	2452	4365	3295	2540	580	524	3991	185	7329	860
HVO_RS00070	NC_013964.1	16592	16822	-	231	754	266	843	403	453	799	179	0	38	703	693	906	1901	1653	1361	766	956	938	203	199	885	51	1626	258
HVO_RS00075	NC_013964.1	16978	17400	-	423	417	157	503	680	774	648	229	0	41	1226	1213	1245	734	542	448	581	1301	1080	107	137	696	32	1284	401
HVO_RS00080	NC_013964.1	17397	18260	-	864	670	206	792	1046	1111	1076	311	1	35	1772	1711	1910	1253	984	809	1055	1789	1689	142	218	1028	41	1590	498
HVO_RS00085	NC_013964.1	18522	19892	+	1371	359	98	433	187	199	263	41	1	5	130	127	185	233	169	243	157	215	142	61	115	391	16	192	36
HVO_RS00090	NC_013964.1	20051	20704	+	654	501	274	597	1213	1258	1225	347	0	40	1540	1693	1565	923	712	585	1409	1769	1485	125	136	958	40	1158	482
HVO_RS00095	NC_013964.1	20888	22756	+	1869	801	190	929	541	653	764	176	2	21	691	692	807	979	761	619	544	834	708	152	224	974	29	637	194
HVO_RS00100	NC_013964.1	22808	23803	+	996	219	37	281	151	139	178	45	0	2	176	156	200	158	137	97	128	202	180	27	24	245	3	147	40
HVO_RS00105	NC_013964.1	23800	24720	+	921	168	19	193	102	103	143	36	0	0	123	106	127	188	109	91	98	163	123	32	58	160	3	111	47
HVO_RS00110	NC_013964.1	24717	26834	+	2118	558	98	625	308	300	378	106	0	6	343	389	443	371	311	261	364	411	378	66	103	601	18	427	108
HVO_RS00115	NC_013964.1	27220	28260	-	1041	230	100	262	172	182	238	90	2	10	118	102	180	1817	1231	1066	256	177	124	48	49	210	16	609	49
HVO_RS00120	NC_013964.1	28359	29132	+	774	697	136	816	374	346	431	129	1	18	341	332	503	5594	4061	2994	445	541	380	188	129	490	34	957	112
HVO_RS00125	NC_013964.1	29918	30787	+	870	242	28	305	44	40	51	25	0	4	20	22	42	3154	2297	2164	113	77	38	92	49	263	9	120	21
HVO_RS00130	NC_013964.1	30784	31956	+	1173	366	17	416	30	39	45	16	0	5	29	25	36	3607	1981	2269	67	44	33	100	44	235	0	62	10
HVO_RS00135	NC_013964.1	32017	32994	+	978	863	128	947	521	498	514	79	1	26	667	632	907	3353	2223	1617	550	842	712	171	149	502	24	893	150
HVO_RS00140	NC_013964.1	33019	33894	-	876	393	35	446	102	123	126	30	0	6	93	75	172	3056	2132	1620	187	144	108	83	50	149	16	326	31
HVO_RS00145	NC_013964.1	34036	34797	-	762	601	63	733	183	172	239	39	0	5	165	174	241	3703	2389	1655	151	256	183	123	91	319	10	314	48
HVO_RS00150	NC_013964.1	34897	35661	+	765	152	48	212	61	59	91	16	1	4	40	41	75	1231	835	753	102	88	61	27	16	114	8	174	24
HVO_RS00155	NC_013964.1	35981	37297	+	1317	611	61	717	48	44	124	26	0	0	7	6	10	164	137	140	29	26	17	108	25	146	2	38	6
HVO_RS00160	NC_013964.1	37352	38305	+	954	65	5	86	10	0	11	3	0	1	0	3	4	107	73	91	17	4	7	4	1	15	0	11	0
HVO_RS00165	NC_013964.1	38308	39237	+	930	31	2	30	3	2	4	0	0	0	2	0	2	72	53	39	8	9	9	2	0	14	0	7	1
HVO_RS00170	NC_013964.1	39241	40392	+	1152	48	0	56	3	5	4	3	0	0	1	4	3	160	98	90	30	9	5	8	3	17	3	31	2
HVO_RS00175	NC_013964.1	40395	41546	+	1152	80	5	74	9	10	11	5	0	5	4	2	10	507	338	241	55	13	8	11	5	36	1	70	3
HVO_RS00180	NC_013964.1	41808	43046	-	1239	1281	106	1468	157	164	142	57	3	54	358	345	409	11488	6928	5299	696	1090	781	309	411	2056	38	1492	297
HVO_RS00185	NC_013964.1	43203	44651	+	1449	742	209	868	88	108	155	94	5	66	111	120	148	16571	10669	7689	987	166	167	204	92	365	78	990	103
HVO_RS00190	NC_013964.1	44953	45708	-	756	2354	630	2838	1232	1300	1885	450	0	6	173	190	487	738	560	715	298	891	472	740	334	1779	23	710	122
HVO_RS00195	NC_013964.1	46367	48205	-	1839	1146	332	1435	3090	3378	899	177	3	348	262	258	2288	1111	767	1201	4922	2507	1385	512	98	629	38	7125	420
HVO_RS00200	NC_013964.1	48214	49587	-	1374	953	264	1106	2516	2613	721	99	1	243	191	210	1784	904	598	1058	3533	1950	983	415	100	524	40	5307	328
HVO_RS00205	NC_013964.1	49584	50225	-	642	446	109	552	1024	1147	306	52	1	116	104	92	888	476	381	553	1637	845	471	162	37	246	13	2547	148
HVO_RS00210	NC_013964.1	50222	52003	-	1782	1195	288	1490	3186	3328	821	176	1	313	319	252	2497	1249	904	1605	4650	2653	1626	513	109	609	45	7423	427
HVO_RS00215	NC_013964.1	52000	53565	-	1566	1443	292	1662	3145	3267	861	167	4	368	314	313	2475	1426	1042	1673	4261	2570	1663	622	173	722	40	7728	409
HVO_RS00220	NC_013964.1	53562	54941	-	1380	1215	278	1543	2922	3117	899	192	3	304	327	361	2429	1213	1020	1498	4998	2570	1601	529	105	562	46	7262	411
HVO_RS00225	NC_013964.1	55399	56601	-	1203	3231	2671	3820	16103	16542	11803	833	6	1225	5873	5951	14815	1117	866	1277	21872	22127	16908	998	606	3197	196	17118	3106
HVO_RS00230	NC_013964.1	56690	57502	-	813	3504	1717	4184	5484	5618	7793	1304	1	127	4681	4785	6227	1524	1242	1166	2757	7012	5342	731	2100	7391	113	2993	1617
HVO_RS00235	NC_013964.1	57495	58175	-	681	3101	1967	3842	4718	4936	6943	1217	4	115	3778	3752	5118	1444	1151	1115	1807	5725	4124	697	1509	6870	106	2446	1642
HVO_RS00240	NC_013964.1	58168	62022	-	3855	19889	11154	23824	30024	31498	43222	7027	6	570	20916	21628	32195	9950	7501	6559	12062	37565	25390	3790	9550	38944	592	15031	9134
HVO_RS00245	NC_013964.1	62067	64187	+	2121	13189	5438	15680	22139	22622	31467	4159	6	780	17060	15977	27502	16345	12320	9384	13330	31712	20623	2581	7634	16204	388	15579	5241
HVO_RS00250	NC_013964.1	64223	65461	-	1239	9149	5191	10769	16202	16781	22890	3301	6	337	9466	9694	16027	6919	5166	4215	6455	18446	12604	1912	5380	17336	268	8262	3735
HVO_RS00255	NC_013964.1	65466	65849	-	384	2863	2316	3446	5109	5433	7135	1706	0	99	3233	3516	5105	1853	1495	1270	1869	6143	4511	809	1345	7639	155	2829	1887
HVO_RS00260	NC_013964.1	65852	67072	-	1221	8103	5192	9621	14786	15695	20716	3230	1	262	8603	8409	14841	5869	4553	3544	5468	17037	11352	1769	4557	15429	231	7402	3962
HVO_RS00265	NC_013964.1	67069	67746	-	678	4251	2244	5175	8150	8587	11608	1584	1	141	5017	4492	8479	3768	2904	2025	3015	10340	6490	740	3016	8581	88	3783	1781
HVO_RS00270	NC_013964.1	67743	67997	-	255	1825	1252	2295	3407	3686	4688	859	1	53	2012	2054	3349	1652	1352	1030	1261	3990	2760	485	1100	3864	65	1730	1014
HVO_RS00275	NC_013964.1	67999	69033	-	1035	10869	8713	12942	19660	20631	25318	5517	4	360	11607	11685	18672	9894	7515	6005	6826	22297	15731	2865	4706	24829	459	10193	6186
HVO_RS00280	NC_013964.1	69037	69921	-	885	9253	6306	10960	17060	17640	21255	4426	2	342	10307	10364	15842	11836	8703	6331	6849	19841	13777	2409	4855	19594	481	8543	4711
HVO_RS00285	NC_013964.1	69918	70898	-	981	12348	8541	14469	22897	23718	26943	5943	9	486	14698	14850	21229	18338	12856	9165	8863	28123	18943	2862	5963	22787	460	11880	6269
HVO_RS00290	NC_013964.1	70891	71730	-	840	8113	5444	9760	15515	15966	19407	3775	7	317	10343	10083	16617	12550	10086	6830	6148	18683	12571	2150	3848	16327	482	7709	4044
HVO_RS00295	NC_013964.1	71727	72434	-	708	8000	4080	9505	14313	14785	17168	3036	3	340	10812	10340	15191	15810	12335	8743	6646	18158	13264	1466	4096	12447	224	7716	3556
HVO_RS00300	NC_013964.1	72431	72985	-	555	5920	3105	7268	10128	10841	13213	2616	5	255	9052	8243	11670	12405	10072	6758	7659	15056	10477	969	3374	11052	196	6096	2626
HVO_RS00305	NC_013964.1	73155	73340	+	186	1751	716	2036	2223	2376	4678	727	2	84	3925	3896	4134	1857	1933	1409	2539	4638	4496	221	503	2772	31	2103	955
HVO_RS00310	NC_013964.1	73343	74179	+	837	14126	6326	16343	26308	27203	37842	5734	10	907	25286	23718	34028	19341	16353	10316	27079	41223	28626	2036	6903	24029	392	16846	5998
HVO_RS00315	NC_013964.1	74179	74520	+	342	5977	2349	6948	12593	12584	19612	2275	5	424	11528	10486	15281	10165	8342	4887	9369	17892	12910	783	3734	9076	115	6995	2335
HVO_RS00320	NC_013964.1	74645	75139	+	495	1432	1256	1731	4102	4281	5857	1660	0	144	4161	4380	5617	2748	2240	1894	4336	6686	4747	284	365	3364	93	2890	1605
HVO_RS00325	NC_013964.1	75207	76619	-	1413	322	222	420	727	683	1020	241	1	44	803	788	1051	880	710	612	1249	1183	810	75	147	604	38	845	256
HVO_RS00330	NC_013964.1	76896	78275	-	1380	92	47	123	177	154	183	33	0	6	167	151	226	150	152	145	227	209	175	23	51	140	8	266	41
HVO_RS00335	NC_013964.1	78534	79844	+	1311	435	106	495	549	475	449	89	1	29	1043	939	1107	802	629	481	822	1089	875	81	106	373	21	1249	262
HVO_RS00340	NC_013964.1	80012	81061	-	1050	818	377	1040	1065	1092	1191	266	3	64	1317	1400	1734	1534	1271	1076	1583	1980	1488	248	355	1430	50	3220	413
HVO_RS00345	NC_013964.1	81215	81886	-	672	1390	671	1674	1393	1411	1795	381	4	56	1212	1194	1751	2312	1821	1730	1787	1824	1123	392	418	2388	110	3117	465
HVO_RS00350	NC_013964.1	81961	82491	-	531	1349	808	1588	945	993	1412	395	3	31	911	909	1224	1411	1303	1260	755	1306	932	260	224	2083	88	1610	422
HVO_RS00355	NC_013964.1	82704	83819	-	1116	3936	1454	4932	2169	2310	4533	787	2	78	1078	1066	1779	2090	1798	1643	1183	2173	1316	428	1510	4461	111	3317	410
HVO_RS00360	NC_013964.1	83816	84904	-	1089	4652	2487	5630	2517	2632	5237	952	1	78	961	992	1693	2231	1977	1987	1011	2141	1216	671	1413	5482	138	3422	519
HVO_RS00365	NC_013964.1	84904	86448	-	1545	7937	4307	9647	4059	4328	8571	1778	3	96	1558	1518	2762	3797	3301	3123	1070	3626	1995	1090	1929	9782	191	5108	838
HVO_RS00370	NC_013964.1	86441	87532	-	1092	5886	4034	7087	3440	3453	6967	1512	3	67	1128	1180	2109	2911	2520	2472	1013	2901	1589	909	1520	7817	150	3185	673
