# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-B" "-s" "2" "-t" "gene" "-g" "locus_tag" "-a" "../00_genome/genomic.gff" "-o" "../HVO_counts/2021_counts3.txt" "aGTrmB_D_noglu_24_S42_sorted.bam" "deltadelta_a_glu_S16_sorted.bam" "deltadelta_a_noglu_S35_sorted.bam" "deltadelta_b_glu_S53_sorted.bam" "deltadelta_b_noglu_S36_sorted.bam" "deltadelta_c_glu_S43_sorted.bam" "deltadelta_d_glu_S44_sorted.bam" "deltadelta_d_noglu_S5_sorted.bam" "HVO_ref_RNA_S27_sorted.bam" "tbsP_a_glu_S33_sorted.bam" "tbsP_a_noglu_S24_sorted.bam" "tbsP_b_glu_S2_sorted.bam" "tbsP_b_noglu_S30_sorted.bam" "tbsP_c_glu_S51_sorted.bam" "tbsP_c_noglu_S15_sorted.bam" "tbsP_d_glu_S52_sorted.bam" "tbsP_d_noglu_S31_sorted.bam" "tbsP_e_glu_S3_sorted.bam" "tbsP_e_noglu_S50_sorted.bam" "trmB_a_glu_S4_sorted.bam" "trmB_a_noglu_S32_sorted.bam" "trmB_b_noglu_S25_sorted.bam" "trmB_c_glu_S34_sorted.bam" "trmB_c_noglu_S1_sorted.bam" "WT_a_glu_S39_sorted.bam" "WT_a_noglu_S37_sorted.bam" "WT_b_glu_S13_sorted.bam" "WT_b_noglu_S17_sorted.bam" "WT_c_glu_S18_sorted.bam" "WT_c_noglu_S6_sorted.bam" "WT_d_glu_S19_sorted.bam" "WT_d_noglu_s38_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	aGTrmB_D_noglu_24_S42_sorted.bam	deltadelta_a_glu_S16_sorted.bam	deltadelta_a_noglu_S35_sorted.bam	deltadelta_b_glu_S53_sorted.bam	deltadelta_b_noglu_S36_sorted.bam	deltadelta_c_glu_S43_sorted.bam	deltadelta_d_glu_S44_sorted.bam	deltadelta_d_noglu_S5_sorted.bam	HVO_ref_RNA_S27_sorted.bam	tbsP_a_glu_S33_sorted.bam	tbsP_a_noglu_S24_sorted.bam	tbsP_b_glu_S2_sorted.bam	tbsP_b_noglu_S30_sorted.bam	tbsP_c_glu_S51_sorted.bam	tbsP_c_noglu_S15_sorted.bam	tbsP_d_glu_S52_sorted.bam	tbsP_d_noglu_S31_sorted.bam	tbsP_e_glu_S3_sorted.bam	tbsP_e_noglu_S50_sorted.bam	trmB_a_glu_S4_sorted.bam	trmB_a_noglu_S32_sorted.bam	trmB_b_noglu_S25_sorted.bam	trmB_c_glu_S34_sorted.bam	trmB_c_noglu_S1_sorted.bam	WT_a_glu_S39_sorted.bam	WT_a_noglu_S37_sorted.bam	WT_b_glu_S13_sorted.bam	WT_b_noglu_S17_sorted.bam	WT_c_glu_S18_sorted.bam	WT_c_noglu_S6_sorted.bam	WT_d_glu_S19_sorted.bam	WT_d_noglu_s38_sorted.bam
HVO_RS00095	NC_013964.1	20888	22756	+	1869	715	1015	908	1146	1110	726	931	1016	0	1288	832	1061	1064	1017	796	1144	823	958	843	1193	840	1247	1001	1222	950	948	1270	705	861	1232	1505	856
HVO_RS00100	NC_013964.1	22808	23803	+	996	178	207	269	260	326	165	211	286	0	340	190	230	299	229	247	272	221	224	251	266	206	272	248	248	251	252	219	190	215	289	295	253
HVO_RS00105	NC_013964.1	23800	24720	+	921	142	111	183	181	215	97	141	171	0	207	167	139	147	173	156	132	127	118	150	147	143	185	131	170	137	155	160	124	106	172	196	126
HVO_RS00110	NC_013964.1	24717	26834	+	2118	479	560	532	681	605	396	478	598	0	646	383	520	474	633	510	582	409	464	534	566	478	721	461	571	452	530	582	387	376	535	710	521
HVO_RS00115	NC_013964.1	27220	28260	-	1041	1196	2376	4112	796	2014	584	583	2417	0	251	1655	548	2182	780	1775	928	2314	549	2064	869	5185	6983	1776	7105	2268	3120	4061	2763	2071	486	5147	1832
HVO_RS00120	NC_013964.1	28359	29132	+	774	1127	2734	6950	1506	3802	995	1158	4484	3	690	2960	1045	3070	1530	3617	1793	3079	1160	3109	1675	10833	14834	2393	13793	2742	6328	4682	4484	2745	1250	5689	3351
HVO_RS00125	NC_013964.1	29918	30787	+	870	197	665	3676	592	1877	331	464	2823	0	295	853	489	777	858	1956	775	939	319	874	699	9797	17610	757	15792	918	2258	1997	1293	663	400	1607	1108
HVO_RS00130	NC_013964.1	30784	31956	+	1173	79	187	4529	153	1799	73	116	3118	0	90	533	136	383	270	2133	229	524	87	503	198	10556	18583	229	16665	263	1918	664	1055	204	281	484	760
HVO_RS00135	NC_013964.1	32017	32994	+	978	2078	1933	6055	1750	3815	1021	1225	4518	3	1430	2630	1555	2515	1723	2821	1578	2751	1429	2990	1714	5547	9390	1862	7461	2112	3617	3317	3741	2045	2089	3832	2998
HVO_RS00140	NC_013964.1	33019	33894	-	876	291	508	2991	473	1996	192	293	2646	0	255	723	337	864	596	1000	558	1116	251	999	500	5242	9672	682	7732	668	2082	1768	1625	613	320	1520	1046
HVO_RS00145	NC_013964.1	34036	34797	-	762	711	701	3584	548	2549	310	389	2849	0	305	1433	375	1546	516	1241	558	1764	453	1655	534	1792	3347	910	2901	1081	2321	1890	2579	1035	846	2249	1880
HVO_RS00150	NC_013964.1	34897	35661	+	765	212	685	2599	329	1380	238	301	1749	0	164	834	279	1061	444	974	460	1443	232	1230	434	3379	4362	575	4060	863	2262	2113	1890	652	301	1589	927
HVO_RS00155	NC_013964.1	35981	37297	+	1317	133	97	2723	68	2127	39	59	1897	0	50	1364	57	1873	94	1031	75	2547	67	2192	87	612	688	238	795	441	2914	512	3157	399	362	1019	1423
HVO_RS00160	NC_013964.1	37352	38305	+	954	12	52	546	44	344	20	34	349	0	34	155	24	261	49	180	47	371	20	270	45	190	261	83	243	102	461	165	410	56	50	176	171
HVO_RS00165	NC_013964.1	38308	39237	+	930	5	35	350	23	280	21	26	249	0	10	67	29	142	54	105	35	179	7	183	35	199	242	34	228	61	266	111	300	31	42	88	114
HVO_RS00170	NC_013964.1	39241	40392	+	1152	29	136	605	131	403	56	92	392	3	78	143	87	220	167	230	130	277	53	272	147	667	846	138	844	174	514	459	444	99	77	282	224
HVO_RS00175	NC_013964.1	40395	41546	+	1152	21	108	642	94	415	51	50	495	0	36	145	62	174	96	247	92	307	45	279	89	974	1280	80	1310	116	622	374	516	105	64	235	275
HVO_RS00180	NC_013964.1	41808	43046	-	1239	529	963	10845	364	4193	236	318	5501	2	204	1652	316	1865	463	2943	551	2806	265	2540	533	12577	16502	821	14932	1139	7675	2170	4861	997	552	2428	3122
HVO_RS00185	NC_013964.1	43203	44651	+	1449	1335	2682	20348	1647	8788	922	1135	13990	2	654	3162	1052	2858	2014	9238	1776	5770	940	4401	1647	67145	87309	1632	74736	1772	17286	4906	8658	1407	1470	3086	6311
HVO_RS00190	NC_013964.1	44953	45708	-	756	2961	301	5814	363	5584	175	260	4450	1	613	5436	467	5458	336	3793	295	4628	1360	4971	405	2431	4001	1884	4343	2710	5909	911	6233	3601	5177	5475	5900
HVO_RS00195	NC_013964.1	46367	48205	-	1839	1426	308	2142	167	12625	486	772	5822	0	1209	5675	1323	5788	1310	3995	734	3349	646	4680	562	1582	1271	1075	971	858	2385	226	698	518	922	1770	2022
HVO_RS00200	NC_013964.1	48214	49587	-	1374	1104	219	1500	112	9064	371	551	4323	0	945	4221	962	4654	997	3005	469	2506	486	3318	361	1121	959	839	730	696	1641	152	477	345	629	1292	1367
HVO_RS00205	NC_013964.1	49584	50225	-	642	429	123	753	49	3525	158	207	1759	0	347	1626	349	1834	442	1256	195	969	227	1421	149	634	520	312	380	287	716	99	207	176	247	500	537
HVO_RS00210	NC_013964.1	50222	52003	-	1782	1631	353	2650	166	12895	535	751	6502	1	1183	5979	1306	6898	1318	4248	693	3314	751	4770	557	1768	1421	1281	1072	1057	2518	243	752	613	900	2004	1998
HVO_RS00215	NC_013964.1	52000	53565	-	1566	1998	420	3318	186	14712	606	852	7791	1	1295	7001	1431	7826	1517	4787	779	3835	924	5405	669	2054	1963	1503	1383	1289	2886	344	812	816	959	2477	2101
HVO_RS00220	NC_013964.1	53562	54941	-	1380	2449	529	3575	196	15835	715	954	8755	0	1381	7850	1574	8653	1788	4850	893	4110	1165	5690	843	2894	2461	1955	1957	1600	3258	600	1014	1113	1052	3082	2437
HVO_RS00225	NC_013964.1	55399	56601	-	1203	20145	4184	5335	3489	18964	6579	11099	11017	6	14679	12672	12759	13880	14932	8433	9176	9854	20382	11576	8435	4794	6028	16354	4467	12547	12761	3979	8367	9834	18554	18987	20506
HVO_RS00230	NC_013964.1	56690	57502	-	813	12285	4966	7630	7644	8485	3715	5323	7725	3	8382	9662	6481	10989	7090	9191	6267	10100	6514	11285	6202	3410	3846	6266	3781	6353	9221	4603	10310	6653	13037	10902	11613
HVO_RS00235	NC_013964.1	57495	58175	-	681	10239	4141	5967	6189	6865	3023	4067	6028	2	6861	7435	5195	8764	5301	7258	4804	8009	5279	8784	4763	2320	2842	4638	2734	4737	7080	3089	7804	4721	9942	8117	9158
HVO_RS00240	NC_013964.1	58168	62022	-	3855	59412	28896	35292	42751	45439	20563	28259	38298	125	46211	45904	35894	57178	37382	44885	34162	51535	33210	56045	33454	15953	20894	34354	18771	32409	41872	24871	47484	30816	64495	55589	56361
HVO_RS00245	NC_013964.1	62067	64187	+	2121	20200	17504	23168	15815	22056	12826	13724	21984	147	17403	24325	17300	22952	17972	20488	16198	19647	19290	22210	18841	28031	57576	18947	37119	22174	25353	21584	21498	21631	20614	38818	20921
HVO_RS00250	NC_013964.1	64223	65461	-	1239	23339	10661	13243	15294	15513	6475	8987	12850	7	16594	15824	13218	21623	13936	17468	11896	18094	10248	20843	10886	4794	8427	11022	7095	10503	13553	6101	15528	9227	23434	19254	18914
HVO_RS00255	NC_013964.1	65466	65849	-	384	7072	3741	5359	5208	4455	2309	3143	3438	0	5541	4517	4092	6726	4345	5873	3756	5490	3179	6549	3146	1114	1646	3705	1441	3156	4002	1625	4374	2811	6868	5917	5643
HVO_RS00260	NC_013964.1	65852	67072	-	1221	24496	13371	14559	19737	16174	7986	10698	13114	144	18964	17393	15659	24064	16173	19003	14684	19815	12144	22925	12928	4893	7675	13630	6546	12009	13694	7390	15473	10722	25819	22625	19988
HVO_RS00265	NC_013964.1	67069	67746	-	678	13658	8189	8968	11331	9145	4726	6445	7612	0	11060	9966	9022	14271	9253	11194	8072	11218	7169	13141	6946	2982	4612	8147	4138	6864	7919	4347	8693	6346	14707	13753	10685
HVO_RS00270	NC_013964.1	67743	67997	-	255	3899	2375	2103	3100	2535	1442	1733	2050	2	2982	2874	2460	4022	2571	2904	2180	3019	2081	3855	1950	779	1357	2250	1295	2037	2264	1144	2394	1900	4080	4097	2998
HVO_RS00275	NC_013964.1	67999	69033	-	1035	26189	17313	16095	22436	18896	10267	13478	15464	9	23443	20767	18355	27793	17489	20929	16240	22729	15359	25559	15005	5772	8786	17231	8340	14351	15486	7026	17036	13365	29873	28304	22582
HVO_RS00280	NC_013964.1	69037	69921	-	885	25298	17539	15765	21128	17561	10574	12953	14378	1190	21401	20539	17554	26165	16240	19787	15160	20953	15551	23708	14453	6698	10662	16283	9563	14164	14154	7552	15282	13511	27549	28704	20642
HVO_RS00285	NC_013964.1	69918	70898	-	981	30476	23376	18109	27812	21312	13320	16545	18313	13	26769	26108	22822	32972	20491	23726	19826	26202	20672	29669	19524	9499	15587	22753	13589	18540	18174	10000	19589	18547	35898	38186	25436
HVO_RS00290	NC_013964.1	70891	71730	-	840	25304	21092	18518	24148	19146	12732	15369	16217	6	24464	24112	20521	29112	18319	22654	18006	23109	18710	25834	18508	7619	13630	22105	11219	17368	16335	9409	17995	18216	31639	36086	23493
HVO_RS00295	NC_013964.1	71727	72434	-	708	18730	18044	17394	19409	14644	10797	12717	13133	31	20421	20176	17049	23755	15596	18968	15422	18081	16475	21117	15588	8008	14436	19152	11595	15550	14530	8946	15340	16749	25656	31199	19183
HVO_RS00300	NC_013964.1	72431	72985	-	555	15813	16434	11555	17683	12401	9735	11420	11349	7	17843	18456	15595	21018	13775	14444	13431	16038	15516	18147	14347	7358	13329	17124	10515	13652	12226	7739	12425	14769	22362	28554	16387
HVO_RS00305	NC_013964.1	73155	73340	+	186	11020	13181	8640	12599	7497	9321	10259	6219	8	12343	10954	9880	14160	10452	9628	10601	9291	12573	12496	9352	6180	6723	11808	6664	12509	10783	13467	12992	14336	15163	20567	12875
HVO_RS00310	NC_013964.1	73343	74179	+	837	43689	44411	32883	43648	30804	31584	35527	28481	22	44183	53148	38913	54013	38745	39808	40701	40748	47403	46671	42663	28910	41765	47551	34163	45015	42032	55671	47031	52578	67249	80769	49026
HVO_RS00315	NC_013964.1	74179	74520	+	342	25057	23306	16682	23227	15552	16126	19101	14592	9	23485	25634	20430	27117	20435	20666	22488	20745	24549	23914	22223	17989	21946	24417	18913	23588	23315	32320	24587	27969	33363	41484	27376
HVO_RS00320	NC_013964.1	74645	75139	+	495	12469	13306	4189	13220	4283	8803	11004	3665	7	11028	8966	10516	9628	12190	6417	14524	8443	11504	9276	14299	3662	4025	12027	3794	11958	8109	22745	9018	12107	11807	19620	9709
HVO_RS00325	NC_013964.1	75207	76619	-	1413	2271	580	709	520	733	312	331	604	0	353	1126	351	1308	555	1005	521	1176	410	1289	463	405	621	722	527	752	1011	752	994	737	559	1577	802
HVO_RS00330	NC_013964.1	76896	78275	-	1380	2074	522	253	448	262	314	292	201	0	335	368	350	371	499	315	475	288	317	300	456	311	476	442	359	421	330	862	297	482	341	857	356
HVO_RS00335	NC_013964.1	78534	79844	+	1311	7785	1706	1394	1864	1276	1288	1342	1419	0	1254	1481	1382	1388	1773	1300	1654	1333	1232	1420	1599	1074	1707	1465	1326	1364	1201	1734	1456	1087	1353	2196	1358
HVO_RS00340	NC_013964.1	80012	81061	-	1050	2691	8645	8994	7252	9211	7017	5072	9634	0	6997	8484	5912	6741	6730	7190	6060	6296	6771	7220	7543	7518	10809	7104	9407	8213	9562	6990	5905	7161	5975	10826	6905
HVO_RS00345	NC_013964.1	81215	81886	-	672	1918	5805	6767	5095	6148	3491	3832	5235	2	3475	7094	3873	8051	5215	6391	4356	8972	3996	8174	4754	4644	6106	6072	5778	6868	10530	8426	8871	6770	4871	13893	7442
HVO_RS00350	NC_013964.1	81961	82491	-	531	725	1841	3584	1543	3277	1134	1441	2252	3	1191	3193	1168	4730	1551	3803	1472	5785	1319	5104	1484	932	1172	2022	1223	2587	5798	2067	4662	2063	1744	4511	3184
HVO_RS00355	NC_013964.1	82704	83819	-	1116	2564	1920	9680	1647	10387	877	1138	7956	1	1234	8380	1202	15895	1462	12003	1417	19949	1283	17899	1280	1952	2931	2506	2079	3628	19190	2270	16429	2888	4190	8211	9274
HVO_RS00360	NC_013964.1	83816	84904	-	1089	1961	1516	7826	1145	9016	651	719	6746	4	680	7125	676	13796	1034	10176	941	16967	712	15493	772	1414	2099	1843	1470	2846	16060	1765	12998	2080	3311	7005	7643
HVO_RS00365	NC_013964.1	84904	86448	-	1545	2842	2113	12135	1523	13570	754	1045	10117	6	870	10557	993	20062	1279	15164	1243	25150	1033	22377	1004	1926	2594	2870	1985	4239	22134	1968	18550	2745	4883	10098	11183
HVO_RS00370	NC_013964.1	86441	87532	-	1092	2013	1616	8011	1102	9471	639	787	6913	3	710	7600	691	13838	825	10477	906	17487	832	15290	784	1044	1573	2021	1250	3161	14668	1320	12300	2020	3222	6784	7624
HVO_RS00375	NC_013964.1	87529	88599	-	1071	2393	2381	9542	1601	12099	905	1169	8971	2	982	10536	1049	18331	1439	13763	1510	22320	1215	20313	1258	1666	2306	2933	1882	4032	18277	2350	14998	2827	4065	9329	9659
HVO_RS00380	NC_013964.1	88592	89704	-	1113	2354	2244	10888	1291	13509	751	1025	10334	4	762	12785	847	21271	1101	16382	1224	25523	953	24070	1009	2005	2543	2692	2135	4444	19826	1792	16151	2722	4438	9830	10715
HVO_RS00385	NC_013964.1	89701	90600	-	900	1889	2510	11103	1405	12976	837	943	9678	4	746	13995	983	22028	1054	17397	1348	24315	983	23887	1108	2279	3099	2783	2444	4596	17290	1714	15029	2858	4105	10707	10514
HVO_RS00390	NC_013964.1	90597	91628	-	1032	2449	4614	18578	2314	20100	1683	1794	15108	4	1266	25758	1702	35216	1728	28751	2462	38043	1588	37755	2099	4129	5730	5018	4448	8254	25820	2585	21433	5296	6671	17625	16722
HVO_RS00395	NC_013964.1	91625	93370	-	1746	7045	19577	58889	8763	63315	7825	7795	48822	29	4657	100395	7159	118453	6675	88566	10288	122436	7101	119821	10376	15292	22828	21460	18825	37550	85339	11929	80376	27922	24184	70796	56504
HVO_RS00400	NC_013964.1	94093	94962	+	870	1910	6183	13322	4644	10982	2509	3447	10705	1	3378	9091	3882	9144	4458	8490	4548	10149	3793	10133	5164	13146	20665	6262	18257	7202	11264	6349	11999	7614	4566	13859	9232
HVO_RS00405	NC_013964.1	95047	95463	-	417	4032	31162	44759	19736	36304	9928	13696	34727	14	11408	33419	16310	34918	18981	32899	15960	33186	15337	30301	17987	71902	107576	34339	103441	33551	49515	32098	40149	35699	13767	77418	38762
HVO_RS00410	NC_013964.1	95639	97228	-	1590	2017	14747	35869	12491	25502	6127	10114	20993	3	7321	21810	10281	26570	13339	25193	12595	29875	8489	27729	12337	18141	29228	21123	24815	21882	33282	19658	24803	16418	11166	42929	23029
HVO_RS00415	NC_013964.1	97312	98739	+	1428	1003	4794	15559	3828	10157	1936	3072	9797	6	2474	6453	3138	7624	3720	7144	3455	6511	2855	6964	3444	10119	19304	6389	15421	7353	8615	5110	5950	5236	3196	14148	5674
HVO_RS00420	NC_013964.1	98848	99978	+	1131	2264	9663	16724	7354	13288	3651	5589	12037	3	3842	10634	5943	12312	9479	12543	7772	14470	4840	13600	7515	13207	20040	10424	17843	11874	17523	12237	14937	9751	5434	22461	12548
HVO_RS00425	NC_013964.1	100122	100340	-	219	290	1401	2715	926	2068	590	781	1686	0	411	1954	676	2525	1134	1996	1143	2519	696	2553	1080	3109	3770	1886	3752	2551	4183	2741	3299	2097	808	5063	2377
HVO_RS00430	NC_013964.1	100521	101582	-	1062	1022	4377	9786	3944	9002	1625	2781	8161	3	1916	6418	2901	9756	4871	7977	4156	10989	2195	9886	3580	3510	3920	6777	3658	7854	12641	6722	9183	4982	3364	18904	9051
HVO_RS00435	NC_013964.1	101579	102649	-	1071	792	3465	7017	3062	6687	1300	2111	6018	2	1575	4976	2384	7899	3831	5992	3388	8396	1764	7854	2846	2317	2962	5234	2783	5976	8320	5059	6698	3936	2433	14389	6536
HVO_RS00440	NC_013964.1	102695	103717	-	1023	219	773	5463	922	5272	184	447	4702	0	489	2727	724	5154	1076	4010	992	5686	553	5453	710	1667	2363	2353	2032	2076	5050	1742	4146	1393	1511	7857	4379
HVO_RS00445	NC_013964.1	103720	104724	-	1005	251	950	5650	1073	6320	239	450	5434	1	614	3665	965	6751	1267	5130	1116	7179	713	6643	884	1841	3128	3035	2225	2450	5358	1600	4311	1602	1861	9725	5461
HVO_RS00450	NC_013964.1	104798	106597	-	1800	2563	4474	19576	4348	14552	1954	3277	12510	2	2271	17144	3215	24166	4548	16950	4495	24612	2020	24115	3775	7519	9957	7152	9010	11765	24905	7603	16784	6764	4819	24406	13095
HVO_RS00455	NC_013964.1	106769	106990	-	222	73	766	875	537	678	341	449	584	0	292	461	429	607	781	484	611	671	295	655	675	1052	1269	665	1311	789	904	1464	836	725	159	1370	604
HVO_RS00460	NC_013964.1	107105	107566	+	462	3910	19503	37552	14595	27034	8546	11593	25709	11	8856	21124	12112	21949	15851	19590	14087	21021	10691	20059	16049	56351	75723	19973	76478	21719	33329	24718	25794	20108	9409	43876	23828
HVO_RS00465	NC_013964.1	107648	108487	-	840	1330	2886	12142	2553	7143	1477	2336	8684	4	1577	4227	2164	4617	3108	5522	2822	4588	1885	4617	2877	20243	32838	3360	30227	4118	7114	4413	5812	3177	2370	6874	5207
HVO_RS00470	NC_013964.1	108695	109633	+	939	399	718	1912	467	1046	341	454	1012	0	230	1289	384	1599	457	945	643	1374	433	1410	619	1251	2225	1328	1825	2158	1790	2965	930	1299	605	3563	958
HVO_RS00475	NC_013964.1	110277	111311	+	1035	39	145	227	86	144	48	65	124	0	47	166	74	199	110	228	119	220	59	192	107	299	437	152	345	195	265	430	170	157	41	409	169
HVO_RS00480	NC_013964.1	111410	112318	+	909	102	1469	544	1236	516	736	745	493	0	476	338	724	302	1945	628	1117	363	266	366	887	1013	1452	586	958	484	422	1408	292	235	100	762	267
HVO_RS00485	NC_013964.1	112459	113910	+	1452	1629	2886	9144	1859	5965	1285	1475	7852	2	840	3688	1260	3715	2371	5086	2084	4713	1292	4241	2031	25530	29385	2452	27308	2992	8303	5197	7724	2560	2040	5794	5165
HVO_RS00490	NC_013964.1	113930	114703	-	774	922	1327	2621	1251	2331	1011	936	2543	1	868	1777	1018	1690	1352	1999	1198	1678	1033	1695	1251	4904	7207	1408	6557	1592	3071	1818	2433	1289	1314	2773	2303
HVO_RS00495	NC_013964.1	114891	115958	+	1068	720	1474	7848	1028	4452	629	833	5361	1	431	1836	682	2051	1378	3760	1228	2521	647	2242	989	9383	13099	1520	11183	1809	5863	3259	3326	1267	998	3493	2665
HVO_RS00500	NC_013964.1	116059	117156	+	1098	135	457	788	262	555	149	223	515	0	132	322	206	359	358	603	319	361	163	346	311	1391	2192	395	1852	482	787	1190	394	354	161	990	417
HVO_RS00505	NC_013964.1	117697	117999	-	303	451	470	3965	393	2815	226	369	3245	2	298	938	349	959	497	1519	378	1208	392	1082	347	6712	9573	568	10225	705	3277	770	2742	575	669	1337	1976
HVO_RS00510	NC_013964.1	118079	118948	+	870	123	104	1084	82	994	49	72	910	0	47	562	76	770	136	711	117	973	74	859	117	370	422	298	404	378	1269	420	1382	284	179	865	602
HVO_RS00515	NC_013964.1	119163	120539	+	1377	642	50	1817	48	1707	22	25	1515	2	38	2632	50	3485	80	2412	56	4035	136	3398	66	822	990	716	1126	1623	3579	984	3344	1259	489	3655	1865
HVO_RS00520	NC_013964.1	120598	121524	+	927	203	10	440	15	401	6	7	413	0	6	433	13	680	14	532	16	964	24	850	11	169	150	141	177	317	921	215	905	181	106	637	503
HVO_RS00525	NC_013964.1	121524	122489	+	966	187	26	300	17	301	7	12	313	0	11	259	17	386	8	329	26	615	17	475	15	90	84	75	90	159	766	157	773	128	86	349	391
HVO_RS00530	NC_013964.1	122585	123766	+	1182	830	636	19273	563	11510	280	392	11917	5	293	8367	489	10797	596	8760	739	15047	608	11774	705	11392	12227	2327	14203	4718	20075	4494	16827	3976	1551	10965	7618
HVO_RS00535	NC_013964.1	123935	124969	+	1035	1134	1505	12292	1368	8046	653	1006	9152	5	848	5438	1269	6511	1729	7840	1860	9312	1490	7640	1859	15605	19944	4062	18945	6262	15083	7346	11553	4716	1743	11716	6145
HVO_RS00540	NC_013964.1	125057	126262	+	1206	12584	3556	46386	4165	39259	1956	3366	42939	9	4287	22411	4968	27529	5701	27403	5685	34899	7941	30394	5971	44537	56620	16506	57206	23571	52677	22925	48254	19312	12341	42852	31205
HVO_RS00545	NC_013964.1	126265	127293	+	1029	7857	1607	31111	2105	26800	856	1711	30535	10	2039	12583	2443	15736	3054	18365	3070	22049	4247	18978	2796	26856	28362	8636	29802	13020	35992	14250	34103	10505	7497	24324	20101
HVO_RS00550	NC_013964.1	127509	128267	+	759	2452	874	6014	1169	5324	612	858	5429	2	1550	3471	1206	3653	1032	3243	1006	3100	1988	3477	1112	3953	5222	2562	4921	3034	4592	2655	3641	2737	2643	5329	3152
HVO_RS00555	NC_013964.1	128367	129218	+	852	1129	1412	8817	1137	6008	619	828	6541	2	817	3216	963	3907	1029	4072	1174	4603	1050	4288	1143	7043	7838	1938	6949	2534	5320	2442	4308	1823	1290	4316	2786
HVO_RS00560	NC_013964.1	129270	130067	+	798	866	911	11899	796	7868	322	601	8497	1	741	3464	935	3912	919	4268	1001	4800	1332	4193	1007	6032	6922	2333	7868	3299	7646	4466	6012	2786	1422	6508	3848
HVO_RS00565	NC_013964.1	130859	131485	+	627	10167	11044	5978	12664	6186	8363	9839	5048	6	8164	11510	10171	11438	13482	8341	12122	9948	10233	9894	13151	5668	7173	14173	7549	15888	10749	19483	10406	15036	8869	28761	10891
HVO_RS00570	NC_013964.1	131561	133510	+	1950	47495	33070	137762	36962	96382	23804	31098	127115	22	27450	46322	28461	42559	39132	52605	37944	52562	30151	50987	38518	168958	271329	33781	246262	35506	77068	46313	87900	27920	33481	53311	60165
HVO_RS00575	NC_013964.1	133644	134408	-	765	196	175	216	114	296	93	105	244	0	76	480	83	437	180	397	136	629	89	547	119	101	147	236	141	318	422	430	575	216	110	589	201
HVO_RS00580	NC_013964.1	134773	135720	+	948	42	225	147	188	149	123	122	75	0	112	246	150	278	340	241	243	205	113	235	196	150	234	314	246	354	246	755	146	299	115	689	174
HVO_RS00585	NC_013964.1	135821	136525	-	705	9	27	15	27	8	6	14	9	0	10	8	14	11	30	12	21	12	6	5	14	44	84	12	33	14	15	54	13	20	4	38	8
HVO_RS00590	NC_013964.1	136615	138201	+	1587	23	82	18	65	25	44	47	22	0	27	21	52	25	102	46	91	21	25	20	67	56	89	50	74	71	49	176	20	32	7	92	28
HVO_RS00595	NC_013964.1	138301	139269	+	969	28	230	255	120	185	80	86	135	0	58	273	101	336	170	248	163	359	77	329	157	324	368	167	382	259	505	663	323	214	58	550	165
HVO_RS00600	NC_013964.1	139262	140242	+	981	12	38	29	30	26	15	28	21	0	18	25	29	40	56	34	38	38	14	27	32	85	111	37	119	35	56	149	24	39	11	97	35
HVO_RS00605	NC_013964.1	140423	141673	+	1251	9	42	42	33	23	27	14	32	0	16	16	24	22	60	44	51	13	12	19	50	193	254	41	205	35	33	109	23	14	8	38	17
HVO_RS00610	NC_013964.1	141701	142243	-	543	89	350	600	225	352	110	140	387	0	94	349	145	450	283	238	185	557	108	458	175	534	922	337	620	319	733	856	673	293	136	808	311
HVO_RS00615	NC_013964.1	142343	143296	-	954	311	1013	2920	611	2070	369	448	2252	1	254	1714	402	2025	799	1340	581	2605	366	2212	622	2842	3882	1106	3397	1409	3534	2232	2972	1142	575	2900	1352
HVO_RS00620	NC_013964.1	143445	143975	+	531	192	1179	1033	583	702	378	361	751	0	257	613	402	642	926	647	538	701	320	656	523	1057	1776	791	1557	924	1284	1763	969	722	247	1724	609
HVO_RS00630	NC_013964.1	144548	144955	+	408	4592	4941	8770	4820	7696	3517	3680	7321	1	4987	12354	4409	12612	3672	9662	3987	9044	5042	10985	4719	16604	19322	5444	18556	6456	10960	3887	10369	8426	11935	13179	11701
HVO_RS00635	NC_013964.1	145516	146379	+	864	968	2698	4466	3145	3234	2779	2337	3051	1	2537	3274	2469	3424	2892	3181	2560	2884	2285	3212	2559	4608	7369	2864	5338	3424	4026	2948	2944	2545	2994	5273	2947
HVO_RS00640	NC_013964.1	146478	147707	+	1230	7753	6647	15057	5892	10944	3624	5065	11708	5	4372	10332	4828	10051	5816	10121	5921	11817	5131	11962	5792	17197	29102	7014	21912	7419	18364	12838	19640	7260	10681	13845	12872
HVO_RS00645	NC_013964.1	147763	149388	-	1626	3654	4601	9380	4473	7040	2433	3274	7770	2	3386	6831	3563	7011	3505	6747	4219	7988	3024	9146	4142	9211	15764	4303	10872	3881	7315	5013	8417	3847	5588	7618	5869
HVO_RS00650	NC_013964.1	149385	150161	-	777	3098	4723	7057	4090	5043	2331	3194	4978	0	2991	5184	3262	5727	3347	4643	3802	5962	3038	6577	3907	7026	11102	4124	8626	3898	6060	5298	6792	3640	4481	7139	5014
